ma,ten,loai_van_ban,ma_loai_van_ban,thu_tu,ten_truong,ma_truong,kieu_nhap
QD,Quyết định,Văn bản hành chính,VBHC2,1,Mã phông,IDProfileTemp,Danh mục phông
